iteration,bound,simulation_value,num_cuts_generated,wall_time_s,has_converged
277,1.3043662212948681e8,6.589366480482222e7,16,0.03053593635559082,false
278,1.3044040647729191e8,3.847425029313275e7,9,0.016698122024536133,false
279,1.3044330178278822e8,1.9528758474813834e7,7,0.013805866241455078,false
280,1.3047023398795722e8,3.0782201128450662e7,9,0.017672061920166016,false
281,1.3047118399569167e8,3.3851176505476236e6,1,0.003777027130126953,false
282,1.3047218178216931e8,6.2988396701170206e7,11,0.02309107780456543,false
283,1.3047567393619215e8,1.1225284374378666e7,3,0.007882833480834961,false
284,1.304812365217724e8,1.709405716289884e7,4,0.009392976760864258,false
285,1.3048213032833743e8,6.252309600309491e6,2,0.006116151809692383,false
286,1.3048399264781402e8,7.560015835338719e7,15,0.030736923217773438,false
287,1.304932624992205e8,5.583066393388164e7,10,0.02014899253845215,false
288,1.3051036900575392e8,4.9570781695346594e7,10,0.021995067596435547,false
289,1.3052711452233654e8,3.667146308389574e7,12,0.022111892700195312,false
290,1.3052955993473616e8,6.757218367765129e6,2,0.005887031555175781,false
291,1.305408270236004e8,1.8986460817349e7,4,0.009853124618530273,false
292,1.3054422925195932e8,1.4784672085989475e7,4,0.010025978088378906,false
293,1.3055174597250481e8,1.1658897961728784e8,28,0.11997079849243164,false
294,1.305733170768888e8,2.4494748718164474e7,6,0.013573169708251953,false
295,1.3059463381405932e8,8.106850482111344e7,17,0.03680086135864258,false
296,1.3059675677092695e8,3.183607604871954e7,6,0.013286113739013672,false
297,1.3060059988733825e8,2.4871198733590335e7,9,0.017544031143188477,false
298,1.3060097861532149e8,6.053058552611144e7,16,0.03258204460144043,false
299,1.3060232337701863e8,1.0936879437861116e8,20,0.0423128604888916,false
300,1.3060239674434888e8,8.783645272096366e6,3,0.00769805908203125,false
301,1.3061614012002337e8,4.148638290646225e7,8,0.01708197593688965,false
302,1.306225033323658e8,2.5616069324677974e7,8,0.018173933029174805,false
303,1.3062457639871424e8,1.5320672396167114e7,5,0.012253999710083008,false
304,1.3062710397147706e8,5.293155998354441e7,11,0.023801088333129883,false
305,1.3062970041921413e8,2.5596509255151168e7,7,0.015872955322265625,false
306,1.3063747191937073e8,6.867873955254704e6,2,0.006189107894897461,false
307,1.3064146912256159e8,6.194574638408217e7,13,0.025563955307006836,false
308,1.3064585746638411e8,9.021053587537509e7,20,0.04038691520690918,false
309,1.3065549802187535e8,6.868014349470496e6,2,0.006315946578979492,false
